code,"name","lat","lon","families"
bali1279,"Balinese Malay",-8.355884,114.648391,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Nuclear Malayic, Greater Riau-Johoric"
mand1446,"Mandan",46.83,259,"Siouan, Core Siouan"
east2328,"Eastern Mari",55.8307,48.405,"Uralic, Mari"
buru1303,"Buru (Indonesia)",-3.43957,126.632,"Austronesian, Malayo-Polynesian, West Central Maluku, Sula-Buru, Buruic"
mand1448,"Mandahuaca",1.48,293.48,"Arawakan, Japura-Colombia, Nuclear Japura-Colombia, Northeast Japura-Colombia, Cassiquiare"
diga1241,"Tawra",28.4993,96.8803,"Sino-Tibetan, Digarish"
arak1256,"Arakanese",NA,NA,"Bookkeeping"
mbuk1240,"Mbukushu",-17.6827,22.5026,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Luyana, Western Greater Luyana, Mashi-Mbukushi"
maru1249,"Maru",24.942535,99.8338,"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Burmish, Northern Burmish, Maruic"
maan1238,"Ma'anyan",-2.1239,115.092,"Austronesian, Malayo-Polynesian, Basap-Greater Barito, Greater Barito linkage, Southeast Barito, Maanyan-Paku"
morm1235,"Mor (Mor Islands)",-2.87055,135.95,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea"
miam1252,"Miami",40,270,"Algic, Algonquian-Blackfoot, Algonquian, Eastern Great Lakes Algonquian"
atat1238,"Atatláhuca Mixtec",17.07133,262.32247,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Western Alta Mixtec, Southwestern Alta Mixtec, Chalcatongic, Atatlahuca-Monteverde"
mikm1235,"Mi'kmaq",46,296,"Algic, Algonquian-Blackfoot, Algonquian, Eastern Algonquian, Maritimes-Southern New England Algonquian, Northern Eastern Algonquian, Micmacic"
nucl1706,"Neo-Mandaic",31.3443,48.8128,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Imperial-Middle-Modern Aramaic, Middle-Modern Aramaic, Eastern Aramaic, Macro-Mandaic"
ocot1243,"Ocotepec Mixtec",17.144191,262.236781,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Western Alta Mixtec"
mofu1248,"Mofu-Gudur",10.567,14.0314,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Mofu"
sanm1295,"San Miguel El Grande Mixtec",17.046881,262.377518,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Western Alta Mixtec, Southwestern Alta Mixtec, Chalcatongic"
chay1249,"Chayuco Mixtec",16.42,262.17,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Coast Mixtec, East Coast Mixtec"
chig1239,"Chigmecatitlán Mixtec",18.6303,261.8954,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Northern Baja Mixtec"
abar1238,"Mungbam",6.5805,10.2267,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Yemne-Kimbi"
mika1239,"Mikasuki",31.5,276,"Muskogean"
peno1244,"Peñoles Mixtec",17.0671,262.9899,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Eastern Alta Mixtec, Southeastern Alta Mixtec, Tlazoyal-Penoles"
alac1244,"Alacatlatzala Mixtec",17.25,261.42,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Guerrero Mixtec, Nuclear Guerrero Mixtec"
mina1268,"Minangkabau",-0.896,100.44,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Nuclear Malayic, Northern Sumatra Malay, Kerinci-Minangkabau, Minangkabauic"
pino1237,"Pinotepa Nacional Mixtec",16.3043,262.0034,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Coast Mixtec, West Coast Mixtec"
apas1235,"Apasco-Apoala Mixtec",17.6143,262.9343,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Northeastern Alta Mixtec"
misk1235,"Mískito",15.1576,275.7058,"Misumalpan"
isth1238,"Isthmus Mixe",16.9481,264.9319,"Mixe-Zoque, Mixe, Oaxaca Mixe, Lowland-Midland-South Highland Mixe, Lowland-Midland Mixe, Lowland Mixe"
sout3001,"Southern Puebla Mixtec",18.2123,262.0428,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Northern Baja Mixtec"
caca1250,"Cacaloxtepec Mixtec",17.7248,262.2363,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Tezoatlanic"
akoy1238,"Akoye",-7.66067,145.669,"Angan, Nuclear Angan, Ankave-Tainae-Akoye, Tainae-Akoye"
mixt1425,"Mixtepec Mixtec",17.3317,262.1209,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Mixtepec-Yucunicoco Mixtec"
ayut1236,"Ayutla Mixtec",16.96667,260.9033,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Guerrero Mixtec, Nuclear Guerrero Mixtec, Southwestern Guerrero Mixtec"
coat1241,"Coatzospan Mixtec",18.048748,263.236367,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Northern Alta Mixtec"
makl1245,"Maklere",-8.65843,126.507,"Timor-Alor-Pantar, East Timor, Makasae-Makalero"
sanj1281,"San Juan Colorado Mixtec",16.46073,262.04554,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Coast Mixtec, West Coast Mixtec"
nort2951,"Northwest Maidu",39.6721,238.632,"Maiduan"
musk1256,"Muskum",11.5697,15.4113,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Musguic"
huzh1238,"Mongghul",36.84174,101.95904,"Mongolic-Khitan, Mongolic, Southern Periphery Mongolic, Shirongol, Monguoric"
mwer1247,"Mwera (Nyasa)",-11.3304,34.8959,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja, Sena-Nyanja, Nyanjaic"
kimm1245,"Kim Mun",22.9856,105.024,"Hmong-Mien, Mienic, Mien-Mun"
mawa1266,"Mawak",-4.61817,145.283,"Nuclear Trans New Guinea, Madang, Croisilles, Greater Northern Adelbert, Northern Adelbert, Kumil-Tibor, Tibor, Nuclear Tibor"
matu1261,"Matukar",-4.9078,145.779,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Bel-Roinji-Nenaya, Bel, Western Bel"
mand1409,"Mandeali",31.5425,77.0419,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Eastern Dardic, Himachali"
mede1237,"Medebur",-4.49918,145.425,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Schouten linkage, Kairiru-Manam, Manamic linkage"
mapa1244,"Ma (Papua New Guinea)",-5.73869,146.364,"Nuclear Trans New Guinea, Finisterre-Huon, Finisterre-Saruwaged, Yupna, Bwana-Moam-Tapen"
mala1459,"Malankuravan",8.45063,77.093,"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Malayalamoid"
mala1468,"Malapandaram",8.59225,77.272,"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Tamiloid"
mala1466,"Malaryan",10.4468,76.5586,"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Malayalamoid"
mala1463,"Malavedan",8.85517,77.2038,"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Malayalamoid"
mish1244,"Miship",9.20477,9.33752,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Kofyar-Mushere-Chip"
saur1249,"Sauria Paharia",24.8124,87.6432,"Dravidian, North Dravidian, Kurux-Malto, Malto"
mann1245,"Manna-Dora",18.2775,83.1908,"Dravidian, South Dravidian, South Dravidian II, Teluguic, Telugu"
mann1246,"Mannan",9.85,76.97,"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Tamiloid, Muthuvan-Mannan"
karb1241,"Hills Karbi",25.7317,93.0462,"Sino-Tibetan, Kuki-Chin-Naga, Karbic"
maha1291,"Mahali",22.1698,86.7445,"Austroasiatic, Mundaic, North Munda, Kherwarian, Santalic"
mahi1248,"Mahican",42.587,286.212,"Algic, Algonquian-Blackfoot, Algonquian, Eastern Algonquian, Delawaran, Mahican-Woronoco-Pojassick"
majh1253,"Majhi",29.4559,80.3788,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Midlands Indo-Aryan, Shaurasenic, Bihari, Tharuic, Unclassified Tharu"
mbre1244,"Mbre",8.20929,-5.72944,"Atlantic-Congo, Volta-Congo, Unclassified Volta-Congo"
malp1246,"Mar Paharia of Dumka",24.087,87.3507,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga"
sili1247,"Siliput",-3.60838,142.397,"Nuclear Torricelli, Nuclear Maimai"
mace1250,"Macedonian",41.5957,21.7932,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Macedo-Bulgarian"
mawc1242,"Mawchi",21.5724,73.9956,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Midlands Indo-Aryan, Bhil"
miya1266,"Miya",10.9234,9.71505,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2, Nuclear West Chadic B.2, Central West Chadic B.2"
makc1235,"Mak (China)",25.5946,107.726,"Tai-Kadai, Kam-Tai, Kam-Sui, Then-MMS, Maonan-Mak-Sui, Mak-Ai-Cham"
dhat1238,"Dhatki",26.4156,70.7826,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Midlands Indo-Aryan, Apabhramsic, Gujarati-Rajasthani, Rajasthani, Western Rajasthani, Indus Rajasthani"
moki1238,"Mokilese",6.65651,159.776,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Micronesian, Central Micronesian, Western Micronesian, Chuukic-Ponapeic, Ponapeic"
byep1241,"Byep-Besep",4.57276,13.46245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Kako (A.80-90), Makaa-Njem (A.80), Western A80, Makaaic, North-Central Makaaic"
moko1243,"Mokole",11.0438,3.05998,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede"
mokl1243,"Moklen",8.16761,98.3176,"Austronesian, Malayo-Polynesian, Moken-Moklen"
kupa1239,"Kupang Malay",-10.2526,123.63,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Nuclear Malayic, Vehicular Malay, Eastern Indonesia Trade Malay"
ming1254,"Mingang Doso",9.25942,11.295,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Bikwin-Jen, Southern Bikwin-Jen, Jen, Doso-Dza"
moik1239,"Moikodi",-9.60232,148.312,"Yareban, Doriri-Abia"
baym1241,"Bay Miwok",37.784,237.581,"Miwok-Costanoan, Miwokan, Eastern Miwokan"
mala1495,"Manep",-4.76685,145.621,"Nuclear Trans New Guinea, Madang, Croisilles, Greater Northern Adelbert, Northern Adelbert, Manep-Barem"
sila1250,"Silacayoapan Mixtec",17.5541,261.8837,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec-Cuicatec, Mixtec, Central-Western Baja Mixtec"
vama1243,"Vamale",-20.7708,165.04,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Mainland New Caledonian, Northern New Caledonian, Mid-Northern New Caledonian, Voh-Kone-Cem-Pac, Voh-Kone"
kony1250,"Konyanka Maninka",8.04788,-8.89972,"Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, East Manding, Manenkan"
mafe1237,"Mafea",-15.4316,167.241,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, Nuclear Santo, East Santo, Mafea-Tutuba"
kitu1245,"Kituba (Congo)",-4.15654,14.5648,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu, Nzadic, Lweric, Dingic, Loange-Atlantic, KLC Extended, Kikongo Language Cluster, Nuclear KLC, Kikongoic, Kambakunyic Kikongo, Kilaadic Kikongo, Central-Southern Kikongo, Southeastern Kikongo, Southern Kikongo, Koongo-Kituba"
cina1236,"Cinamiguin Manobo",9.1793,124.721,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Manobo, North Manobo, Kinamiguin-Bukidnon"
east2440,"East Makian",0.07337,127.423,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, Raja Ampat-South Halmahera, South Halmahera, East Makian-Gane"
maka1316,"Makasae-Makalero",-8.65843,126.507,"Timor-Alor-Pantar, East Timor"
malo1243,"Tamambo",-15.6835,167.16,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, Nuclear Santo, South Santo"
mbul1262,"Mbule",4.50635,10.9924,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi-Jarawan, Mbam, Nuclear Mbam, Bati-Mbure-Yambassa, Mbure-Yambassa"
caol1238,"Cao Lan",23.2541,105.521,"Tai-Kadai, Kam-Tai, Daic-Beic, Daic, Central-Southwestern Tai, Wenma-Southwestern Tai"
mana1298,"Manambu",-4.19082,142.862,"Ndu, Nuclear Ndu, Manambu-Yalaku"
mall1246,"Mal",19.273,101.204,"Austroasiatic, Khmuic, Phay-Pram, Tinic, Tin"
mape1249,"Mape",-6.59318,147.682,"Nuclear Trans New Guinea, Finisterre-Huon, Huon, Eastern Huon, Trans Vitiaz, Huon Tip, Kate-Mape"
mali1283,"Malimpung",-3.6996,119.76,"Austronesian, Malayo-Polynesian, South Sulawesi, Northern South Sulawesi, Masenrempulu"
milt1241,"Miltu",10.2347,17.4126,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3, Sokoroic, Miltuic"
ilwa1237,"Ilwana",-0.66322,39.793,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Northeast Coastal Bantu, Coastal NEC Bantu, Sabaki-Swahili"
malu1245,"Malua-Tepërav",-15.9813,167.208,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Malakula, Northern Malakula"
mula1253,"Mulam",24.8151,108.928,"Tai-Kadai, Kam-Tai, Kam-Sui, Mulam-Kam"
mala1484,"Malango",-9.61383,160.118,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Guadalcanal-Nggelic, Nuclear Guadalcanal-Nggelic, North and West Guadalcanal"
mlom1238,"Mlomp",12.8318,-16.5383,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, FH-Jola, PF-Jola, Kwatay-Karon-Mlomp, Karon-Mlomp"
barg1252,"Bargam",-4.8723,145.756,"Nuclear Trans New Guinea, Madang, Croisilles"
west2500,"Western Maninkakan",13.5677,-12.8009,"Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, West Manding, Xasonka"
vame1236,"Vame",10.9481,14.2131,"Afro-Asiatic, Chadic, Biu-Mandara, Hurza"
nucl1440,"Masalit",13.2733,22.1752,"Maban, Mabang, Maba-Masalit, Macro-Masalit"
malt1254,"Maltese",35.8884,14.4508,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, North African Arabic, Malta-Tunisian Arabic"
toab1237,"To'abaita",-8.39233,160.619,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Malaita, Central-Northern Malaita, North Malaitan"
motl1237,"Mwotlap",-13.655015,167.706277,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Torres-Banks linkage"
molo1266,"Moloko",10.7933,14.2521,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Tokombere"
malf1237,"Na'ahai",-16.5499,167.509,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Malakula, Western Malakula linkage, Peripheral Western Malakula, Southwestern Malakula, Southwest Coastal Malekula"
mala1491,"Malay Aklanon",11.8564,121.919,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, West Bisayan, Aklanon"
mama1272,"Mama",8.8062,8.78601,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi-Jarawan, Jarawan, Nigerian Jarawan"
momi1242,"Momina",-4.812,139.821,"Somahai"
mich1246,"Michoacán Mazahua",19.7239,259.707,"Otomanguean, Western Otomanguean, Otopame-Chinantecan, Otopamean, Otomian, Mazahua"
maon1241,"Maonan",25.0169,108.024,"Tai-Kadai, Kam-Tai, Kam-Sui, Then-MMS, Maonan-Mak-Sui, Maonan-Chadong"
maee1241,"Tirax",-15.9914,167.288,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Malakula, Western Malakula linkage, Peripheral Western Malakula, Northwestern Malakula"
mund1334,"Mindat",9.15151,8.76875,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic, Mundat-Karfa"
nort2839,"North Ambrym",-16.1741,168.14,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Ambrym"
mehi1240,"Mehináku",-12.5364,306.479,"Arawakan, Central-Eastern Maipuran, Central Maipuran, Xinguan Arawak, Waura-Mehinaku-Kustenau, Waura-Mehinaku"
musa1265,"Hember Avu",-4.70258,145.413,"Nuclear Trans New Guinea, Madang, Croisilles, Greater Northern Adelbert, Northern Adelbert, Kumil-Tibor, Tibor, Nuclear Tibor"
majh1236,"Majhwar",22.8792,83.6138,"Austroasiatic, Mundaic, North Munda, Kherwarian, Mundaric"
mukh1238,"Mukha-Dora",17.4467,81.5663,"Dravidian, South Dravidian, South Dravidian II, Teluguic"
manm1238,"Man Met",22.0743,100.842,"Austroasiatic, Khasi-Palaung, Palaungic, East Palaungic, Angkuic, Southern Angkuic"
maii1238,"Maii",-16.7388,168.211,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Epi-Efate, Epi, Bieria-Maii"
mama1275,"Mamanwa",9.44744,125.548,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine"
mang1404,"Mangga Buang",-6.99891,146.685,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, South Huon Gulf linkage, Buang linkage, Mapos-Mangga-Wagau"
siaw1243,"Siawi",-4.05312,141.42,"Amto-Musan"
musa1266,"Aisi",-5.37407,145.197,"Nuclear Trans New Guinea, Madang, Kalamic-South Adelbert, South Adelbert, Sogeram, East Sogeram, Aisian"
west2430,"Western Xiangxi Miao",28.33,109.67,"Hmong-Mien, Hmongic, Nuclear Hmongic-Ho Ne, Nuclear Hmongic, North Hmongic"
mams1234,"Mam, Southern",NA,NA,"Bookkeeping"
mala1489,"Malalamai",-5.77495,146.642,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Ngero, Western Ngero"
mmaa1238,"Mmaala",4.52188,11.0599,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi-Jarawan, Mbam, Nuclear Mbam, Bati-Mbure-Yambassa, Mbure-Yambassa, Yambassa (A.60), Mmala-Elip-Gunu"
miri1270,"Miriti",0.58896,290.2568,"Tucanoan, Eastern Tucanoan, Eastern Eastern Tucanoan, Eastern Eastern Tucanoan II, Kotiria-Piratapuyo, Piratapuyic, Arapaso-Miriti"
emae1237,"Emae",-17.052,168.399,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokalau Fijian, Polynesian, Nuclear Polynesian, Vanuatu-Loyalty Outliers"
mada1285,"Madak",-3.34342,151.967,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Madak linkage"
miga1249,"Migaama",12.2367,18.9614,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Dangla"
maba1270,"Mabaale",2.11942,20.8759,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River, Rivers Bantu, Ngiri, Ngiri Riverain Ubangi, Ngiri Riverain Ubangi-Ripuaire, Libinzic, Libinza Fleuve"
mbul1263,"Mbula",-5.66965,148.041,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage"
muna1247,"Muna",-5.40419,122.541,"Austronesian, Malayo-Polynesian, Celebic, Greater Eastern Celebic, Eastern Celebic, Southeastern Celebic, Muna-Buton, Nuclear Muna-Buton, Munan, Munic, Western Munic"
manc1252,"Manchu",47.31225,126.55713,"Tungusic, Manchu-Jurchen, Manchu-Xibe"
sala1273,"Salamãi",-12.0499,298.75,"Tupian, Monde, Gavianic"
naba1253,"Naba",12.7868,18.0777,"Central Sudanic, Sara-Bongo-Bagirmi, SBB Occidental, Nuclear SBB Occidental, Saraic, Bagirmic, Morom-Jaya-Naba, Naba-Berakou"
mund1327,"Mundani",5.68073,9.91533,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Momo, Mundani-Njen"
east2333,"Eastern Mnong",12.3939,108.354,"Austroasiatic, Bahnaric, West Bahnaric, South Bahnaric, Mnong-Stieng-Chrau, Mnong"
mono1270,"Mono (Democratic Republic of Congo)",4.57915,19.8264,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Bandaic, Nuclear Bandaic, Central Bandaic, Central Core Bandaic, Mid-Southern Central Core Bandaic"
mani1292,"Manipuri",24.4409,93.3426,"Sino-Tibetan, Kuki-Chin-Naga"
munj1244,"Munji",35.9321,70.9404,"Indo-European, Classical Indo-European, Indo-Iranian, Iranian, Central Eastern Iranian, Yidgha-Munji"
mand1436,"Mandinka",12.8165233333,-15.6539466667,"Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, West Manding"
tial1239,"Tiale",-15.2334,166.842,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, West Santo, Central Santo"
mape1250,"Mapena",-9.77803,149.495,"Dagan, Central Dagan, Southwest Dagan"
sout2692,"Southern Mnong",12.06354,107.65424,"Austroasiatic, Bahnaric, West Bahnaric, South Bahnaric, Mnong-Stieng-Chrau, Mnong, Southern-Central Mnong"
minb1244,"Min Bei Chinese",27.05,118.32,"Sino-Tibetan, Sinitic, Min, Inland Min"
minr1238,"Minriq",5.01108,102.047,"Austroasiatic, Aslian, Central-Northern Aslian, North Aslian, Maniq-Menraq-Batek, Menraq-Batek"
mono1275,"Mono (USA)",37.1935,240.653,"Uto-Aztecan, Northern Uto-Aztecan, Numic, Western Numic"
mans1258,"Northern Mansi",64.4118,61.344,"Uralic, Mansic, North-Central Mansi"
mayk1239,"Maykulan",-20.4352,140.481,"Pama-Nyungan, Paman, Mayabic, Nuclear Mayabic"
merr1239,"Mer",-3.3828,134.731,"Mairasic"
renn1242,"Rennell-Bellona",-11.6237,160.265,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokalau Fijian, Polynesian, Nuclear Polynesian"
monn1252,"Mon",15.49394,98.122465,"Austroasiatic, Monic"
mani1235,"Sougb",-1.49611,133.95,"East Bird's Head"
many1259,"Manyawa",-16.4963,36.8459,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu"
moni1261,"Moni",-3.72962,136.886,"Nuclear Trans New Guinea, Paniai Lakes"
mwan1250,"Mwan",7.87533,-5.94577,"Mande, Eastern Mande, Southeastern Mande, Nwa-Ben, Wan-Mwan"
moco1246,"Mocoví",-28.097,299.5855,"Guaicuruan, Guaicuru del Sur, Qom"
mobi1236,"Mobilian",30.47,268.25,"Pidgin, Choctaw-based pidgin"
mont1268,"Montagnais",49.0533,291.2624,"Algic, Algonquian-Blackfoot, Algonquian, Cree-Montagnais-Naskapi"
mohe1244,"Mohegan-Montauk-Narragansett",41.8581,287.8299,"Algic, Algonquian-Blackfoot, Algonquian, Eastern Algonquian, Maritimes-Southern New England Algonquian, Southern New England Algonquian, Western Southern New England Algonquian"
mong1342,"Mongondow",0.64616,124.114,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Gorontalo-Mongondow, Mongondowic"
moha1258,"Mohawk",43.72,285.33164,"Iroquoian, Northern Iroquoian, Mohawk-Oneida"
